-43.015,-7.069,0,10.119
-43.015,-7.069,0,10.119
-43.016,-7.07,0,10.119
-43.017,-7.071,0,10.119
-43.019,-7.073,0,10.119
-43.022,-7.074,0,10.119
-43.025,-7.077,0,10.119
-43.029,-7.079,0,10.119
-43.033,-7.082,0,10.119
-43.037,-7.086,0,10.119
-43.043,-7.089,0,10.118
-43.048,-7.094,0,10.118
-43.055,-7.098,0,10.118
-43.061,-7.103,0,10.118
-43.069,-7.109,0,10.118
-43.076,-7.114,0,10.117
-43.084,-7.121,0,10.117
-43.093,-7.127,0,10.117
-43.102,-7.134,0,10.116
-43.112,-7.141,0,10.116
-43.122,-7.149,0,10.115
-43.132,-7.157,0,10.115
-43.143,-7.166,0,10.114
-43.155,-7.175,0,10.114
-43.167,-7.184,0,10.113
-43.179,-7.194,0,10.113
-43.192,-7.204,0,10.112
-43.205,-7.214,0,10.111
-43.218,-7.225,0,10.11
-43.232,-7.236,0,10.11
-43.247,-7.247,0,10.109
-43.262,-7.259,0,10.108
-43.277,-7.272,0,10.107
-43.292,-7.284,0,10.106
-43.308,-7.297,0,10.105
-43.324,-7.311,0,10.104
-43.341,-7.324,0,10.102
-43.357,-7.338,0,10.101
-43.374,-7.353,0,10.1
-43.391,-7.367,0,10.098
-43.409,-7.382,0,10.097
-43.426,-7.398,0,10.095
-43.444,-7.413,0,10.094
-43.461,-7.429,0,10.092
-43.479,-7.445,0,10.09
-43.497,-7.461,0,10.088
-43.514,-7.478,0,10.086
-43.532,-7.495,0,10.084
-43.55,-7.512,0,10.082
-43.567,-7.529,0,10.079
-43.585,-7.546,0,10.077
-43.602,-7.564,0,10.074
-43.619,-7.582,0,10.071
-43.636,-7.6,0,10.068
-43.653,-7.618,0,10.065
-43.669,-7.637,0,10.062
-43.685,-7.655,0,10.058
-43.701,-7.674,0,10.055
-43.716,-7.693,0,10.051
-43.731,-7.712,0,10.047
-43.745,-7.731,0,10.043
-43.759,-7.75,0,10.038
-43.772,-7.769,0,10.034
-43.785,-7.789,0,10.029
-43.797,-7.808,0,10.024
-43.809,-7.828,0,10.019
-43.82,-7.847,0,10.014
-43.83,-7.867,0,10.008
-43.839,-7.886,0,10.003
-43.848,-7.906,0,9.997
-43.855,-7.926,0,9.991
-43.862,-7.945,0,9.984
-43.868,-7.965,0,9.978
-43.873,-7.984,0,9.971
-43.876,-8.004,0,9.965
-43.879,-8.023,0,9.958
-43.881,-8.042,0,9.951
-43.881,-8.062,0,9.943
-43.88,-8.081,0,9.936
-43.879,-8.1,0,9.928
-43.875,-8.118,0,9.92
-43.871,-8.137,0,9.912
-43.865,-8.156,0,9.904
-43.858,-8.174,0,9.896
-43.849,-8.192,0,9.887
-43.839,-8.21,0,9.878
-43.828,-8.228,0,9.869
-43.815,-8.245,0,9.86
-43.8,-8.262,0,9.851
-43.784,-8.279,0,9.841
-43.766,-8.296,0,9.831
-43.747,-8.313,0,9.821
-43.726,-8.329,0,9.811
-43.703,-8.345,0,9.801
-43.678,-8.361,0,9.79
-43.652,-8.376,0,9.779
-43.624,-8.391,0,9.768
-43.595,-8.406,0,9.757
-43.563,-8.421,0,9.745
-43.53,-8.435,0,9.733
-43.495,-8.449,0,9.721
-43.458,-8.462,0,9.709
-43.419,-8.475,0,9.696
-43.378,-8.488,0,9.683
-43.336,-8.501,0,9.67
-43.292,-8.513,0,9.656
-43.245,-8.524,0,9.642
-43.197,-8.536,0,9.628
-43.147,-8.546,0,9.614
-43.095,-8.557,0,9.599
-43.042,-8.567,0,9.584
-42.986,-8.576,0,9.568
-42.929,-8.586,0,9.553
-42.869,-8.594,0,9.537
-42.808,-8.603,0,9.52
-42.745,-8.611,0,9.504
-42.68,-8.618,0,9.487
-42.614,-8.625,0,9.469
-42.545,-8.632,0,9.452
-42.475,-8.638,0,9.434
-42.403,-8.643,0,9.416
-42.33,-8.649,0,9.397
-42.254,-8.653,0,9.379
-42.177,-8.658,0,9.36
-42.098,-8.662,0,9.34
-42.018,-8.665,0,9.321
-41.936,-8.668,0,9.301
-41.852,-8.671,0,9.281
-41.767,-8.673,0,9.261
-41.68,-8.674,0,9.241
-41.592,-8.675,0,9.22
-41.503,-8.676,0,9.199
-41.411,-8.676,0,9.178
-41.319,-8.676,0,9.157
-41.225,-8.675,0,9.136
-41.129,-8.674,0,9.114
-41.033,-8.673,0,9.093
-40.934,-8.671,0,9.071
-40.835,-8.668,0,9.049
-40.734,-8.665,0,9.027
-40.632,-8.662,0,9.005
-40.529,-8.658,0,8.983
-40.424,-8.654,0,8.961
-40.319,-8.649,0,8.939
-40.212,-8.644,0,8.917
-40.103,-8.638,0,8.894
-39.994,-8.632,0,8.872
-39.882,-8.625,0,8.85
-39.77,-8.618,0,8.827
-39.656,-8.611,0,8.804
-39.54,-8.603,0,8.782
-39.423,-8.594,0,8.759
-39.305,-8.586,0,8.736
-39.185,-8.576,0,8.713
-39.063,-8.566,0,8.69
-38.939,-8.556,0,8.667
-38.814,-8.545,0,8.643
-38.687,-8.534,0,8.62
-38.558,-8.522,0,8.596
-38.427,-8.51,0,8.573
-38.295,-8.497,0,8.549
-38.16,-8.483,0,8.525
-38.024,-8.47,0,8.501
-37.886,-8.455,0,8.477
-37.746,-8.441,0,8.452
-37.605,-8.425,0,8.428
-37.462,-8.41,0,8.404
-37.317,-8.393,0,8.379
-37.17,-8.377,0,8.355
-37.022,-8.36,0,8.33
-36.872,-8.342,0,8.306
-36.721,-8.324,0,8.281
-36.569,-8.306,0,8.256
-36.415,-8.287,0,8.232
-36.259,-8.268,0,8.207
-36.102,-8.249,0,8.182
-35.944,-8.229,0,8.158
-35.785,-8.209,0,8.133
-35.624,-8.189,0,8.108
-35.462,-8.168,0,8.084
-35.299,-8.147,0,8.059
-35.136,-8.126,0,8.035
-34.971,-8.104,0,8.01
-34.805,-8.083,0,7.986
-34.638,-8.061,0,7.961
-34.47,-8.039,0,7.937
-34.302,-8.016,0,7.913
-34.133,-7.994,0,7.889
-33.963,-7.971,0,7.865
-33.792,-7.948,0,7.841
-33.621,-7.925,0,7.817
-33.45,-7.902,0,7.794
-33.277,-7.879,0,7.77
-33.104,-7.855,0,7.747
-32.931,-7.832,0,7.724
-32.757,-7.808,0,7.7
-32.582,-7.785,0,7.677
-32.407,-7.761,0,7.655
-32.231,-7.737,0,7.632
-32.055,-7.714,0,7.609
-31.878,-7.69,0,7.587
-31.701,-7.666,0,7.564
-31.524,-7.642,0,7.542
-31.346,-7.618,0,7.52
-31.167,-7.594,0,7.498
-30.989,-7.57,0,7.476
-30.809,-7.546,0,7.454
-30.63,-7.523,0,7.433
-30.45,-7.499,0,7.411
-30.27,-7.475,0,7.39
-30.089,-7.451,0,7.369
-29.908,-7.428,0,7.348
-29.727,-7.404,0,7.328
-29.546,-7.38,0,7.307
-29.364,-7.357,0,7.287
-29.183,-7.333,0,7.267
-29.001,-7.31,0,7.247
-28.819,-7.287,0,7.227
-28.636,-7.264,0,7.207
-28.454,-7.241,0,7.188
-28.271,-7.218,0,7.169
-28.089,-7.195,0,7.15
-27.906,-7.173,0,7.131
-27.723,-7.15,0,7.112
-27.54,-7.128,0,7.094
-27.356,-7.106,0,7.076
-27.173,-7.084,0,7.058
-26.989,-7.062,0,7.04
-26.806,-7.04,0,7.022
-26.622,-7.019,0,7.005
-26.438,-6.997,0,6.988
-26.254,-6.976,0,6.971
-26.069,-6.955,0,6.954
-25.885,-6.934,0,6.937
-25.7,-6.913,0,6.921
-25.516,-6.893,0,6.905
-25.331,-6.872,0,6.888
-25.147,-6.852,0,6.873
-24.963,-6.832,0,6.857
-24.779,-6.813,0,6.842
-24.596,-6.793,0,6.827
-24.413,-6.774,0,6.812
-24.231,-6.755,0,6.797
-24.05,-6.736,0,6.783
-23.87,-6.717,0,6.769
-23.69,-6.699,0,6.755
-23.511,-6.681,0,6.742
-23.332,-6.663,0,6.728
-23.154,-6.646,0,6.715
-22.977,-6.628,0,6.703
-22.801,-6.611,0,6.69
-22.625,-6.594,0,6.678
-22.449,-6.577,0,6.666
-22.274,-6.561,0,6.654
-22.1,-6.544,0,6.642
-21.926,-6.528,0,6.631
-21.753,-6.512,0,6.62
-21.581,-6.496,0,6.61
-21.409,-6.481,0,6.599
-21.237,-6.465,0,6.589
-21.067,-6.45,0,6.579
-20.896,-6.435,0,6.57
-20.727,-6.42,0,6.56
-20.558,-6.406,0,6.551
-20.389,-6.391,0,6.543
-20.221,-6.377,0,6.534
-20.054,-6.362,0,6.526
-19.887,-6.348,0,6.518
-19.721,-6.335,0,6.511
-19.555,-6.321,0,6.504
-19.39,-6.307,0,6.497
-19.225,-6.294,0,6.49
-19.061,-6.281,0,6.484
-18.897,-6.267,0,6.478
-18.734,-6.254,0,6.472
-18.571,-6.242,0,6.467
-18.409,-6.229,0,6.462
-18.247,-6.216,0,6.457
-18.086,-6.204,0,6.453
-17.925,-6.191,0,6.448
-17.765,-6.179,0,6.445
-17.605,-6.167,0,6.441
-17.445,-6.155,0,6.438
-17.286,-6.143,0,6.435
-17.127,-6.132,0,6.433
-16.969,-6.12,0,6.431
-16.811,-6.109,0,6.429
-16.654,-6.097,0,6.428
-16.496,-6.086,0,6.427
-16.34,-6.075,0,6.426
-16.183,-6.064,0,6.426
-16.027,-6.053,0,6.426
-15.871,-6.042,0,6.426
-15.716,-6.031,0,6.427
-15.561,-6.021,0,6.428
-15.406,-6.01,0,6.429
-15.252,-6,0,6.431
-15.098,-5.989,0,6.433
-14.944,-5.979,0,6.435
-14.791,-5.969,0,6.438
-14.639,-5.959,0,6.441
-14.487,-5.949,0,6.444
-14.336,-5.939,0,6.448
-14.185,-5.929,0,6.452
-14.035,-5.92,0,6.457
-13.886,-5.91,0,6.462
-13.738,-5.901,0,6.467
-13.59,-5.891,0,6.472
-13.443,-5.882,0,6.478
-13.297,-5.873,0,6.484
-13.151,-5.864,0,6.49
-13.006,-5.855,-0.023,6.497
-12.862,-5.846,-0.449,6.504
-12.719,-5.838,-0.873,6.511
-12.577,-5.829,-1.295,6.519
-12.435,-5.821,-1.715,6.527
-12.294,-5.812,-2.132,6.535
-12.154,-5.804,-2.548,6.543
-12.014,-5.796,-2.962,6.552
-11.875,-5.787,-3.374,6.561
-11.736,-5.779,-3.783,6.57
-11.598,-5.771,-4.191,6.58
-11.461,-5.763,-4.597,6.59
-11.324,-5.755,-5.001,6.6
-11.188,-5.748,-5.403,6.61
-11.053,-5.74,-5.802,6.621
-10.918,-5.732,-6.2,6.632
-10.783,-5.725,-6.596,6.644
-10.649,-5.717,-6.989,6.655
-10.516,-5.71,-7.381,6.667
-10.383,-5.702,-7.77,6.679
-10.251,-5.695,-8.158,6.691
-10.119,-5.688,-8.543,6.704
-9.988,-5.681,-8.926,6.717
-9.857,-5.673,-9.307,6.73
-9.727,-5.666,-9.686,6.743
-9.597,-5.659,-10.063,6.757
-9.468,-5.652,-10.438,6.771
-9.339,-5.645,-10.811,6.785
-9.21,-5.639,-11.182,6.8
-9.082,-5.632,-11.55,6.814
-8.955,-5.625,-11.917,6.829
-8.828,-5.618,-12.282,6.845
-8.701,-5.612,-12.644,6.86
-8.575,-5.605,-13.005,6.876
-8.449,-5.599,-13.363,6.892
-8.323,-5.592,-13.72,6.908
-8.198,-5.586,-14.074,6.925
-8.073,-5.579,-14.427,6.942
-7.949,-5.573,-14.777,6.959
-7.825,-5.567,-15.126,6.976
-7.701,-5.56,-15.472,6.994
-7.577,-5.554,-15.816,7.012
-7.454,-5.548,-16.158,7.03
-7.331,-5.542,-16.498,7.048
-7.209,-5.536,-16.836,7.067
-7.086,-5.53,-17.172,7.086
-6.965,-5.523,-17.506,7.105
-6.843,-5.517,-17.838,7.125
-6.722,-5.512,-18.167,7.144
-6.6,-5.506,-18.494,7.165
-6.48,-5.5,-18.819,7.185
-6.359,-5.494,-19.142,7.206
-6.239,-5.488,-19.463,7.227
-6.119,-5.482,-19.782,7.248
-5.999,-5.477,-20.098,7.269
-5.879,-5.471,-20.413,7.291
-5.76,-5.465,-20.725,7.313
-5.64,-5.46,-21.035,7.336
-5.521,-5.454,-21.343,7.359
-5.402,-5.448,-21.649,7.382
-5.284,-5.443,-21.952,7.405
-5.165,-5.437,-22.254,7.429
-5.046,-5.432,-22.553,7.453
-4.928,-5.427,-22.85,7.478
-4.81,-5.421,-23.145,7.502
-4.692,-5.416,-23.438,7.527
-4.574,-5.41,-23.729,7.553
-4.456,-5.405,-24.017,7.579
-4.338,-5.4,-24.303,7.605
-4.22,-5.394,-24.587,7.631
-4.102,-5.389,-24.869,7.658
-3.985,-5.384,-25.149,7.685
-3.867,-5.379,-25.426,7.713
-3.75,-5.374,-25.701,7.741
-3.632,-5.369,-25.975,7.769
-3.515,-5.363,-26.246,7.798
-3.397,-5.358,-26.514,7.827
-3.28,-5.353,-26.781,7.856
-3.162,-5.348,-27.045,7.886
-3.045,-5.343,-27.308,7.917
-2.927,-5.338,-27.568,7.947
-2.81,-5.334,-27.826,7.978
-2.692,-5.329,-28.082,8.01
-2.574,-5.324,-28.335,8.042
-2.457,-5.319,-28.587,8.074
-2.339,-5.314,-28.836,8.107
-2.221,-5.309,-29.084,8.14
-2.102,-5.305,-29.329,8.174
-1.984,-5.3,-29.572,8.209
-1.865,-5.295,-29.813,8.243
-1.747,-5.29,-30.052,8.279
-1.628,-5.286,-30.289,8.314
-1.508,-5.281,-30.523,8.351
-1.389,-5.277,-30.756,8.388
-1.269,-5.272,-30.986,8.425
-1.148,-5.267,-31.214,8.463
-1.028,-5.263,-31.44,8.502
-0.907,-5.258,-31.664,8.541
-0.785,-5.254,-31.886,8.581
-0.664,-5.25,-32.105,8.622
-0.542,-5.245,-32.323,8.663
-0.419,-5.241,-32.538,8.704
-0.296,-5.236,-32.751,8.747
-0.173,-5.232,-32.961,8.79
-0.049,-5.228,-33.17,8.834
0.075,-5.224,-33.376,8.878
0.199,-5.219,-33.58,8.923
0.324,-5.215,-33.782,8.969
0.449,-5.211,-33.981,9.015
0.575,-5.207,-34.179,9.062
0.701,-5.203,-34.374,9.11
0.828,-5.199,-34.567,9.159
0.955,-5.195,-34.758,9.208
1.083,-5.191,-34.946,9.258
1.211,-5.188,-35.133,9.309
1.339,-5.184,-35.317,9.36
1.468,-5.18,-35.499,9.413
1.598,-5.176,-35.679,9.466
1.728,-5.173,-35.856,9.52
1.859,-5.169,-36.032,9.575
1.99,-5.166,-36.205,9.63
2.122,-5.162,-36.376,9.687
2.254,-5.159,-36.545,9.744
2.387,-5.156,-36.711,9.802
2.521,-5.153,-36.876,9.861
2.655,-5.15,-37.038,9.921
2.789,-5.146,-37.198,9.982
2.925,-5.144,-37.355,10.044
3.061,-5.141,-37.511,10.107
3.197,-5.138,-37.664,10.17
3.334,-5.135,-37.815,10.235
3.472,-5.133,-37.964,10.3
3.61,-5.13,-38.11,10.367
3.748,-5.128,-38.254,10.434
3.888,-5.125,-38.396,10.502
4.027,-5.123,-38.536,10.571
4.168,-5.121,-38.674,10.642
4.309,-5.119,-38.809,10.713
4.45,-5.117,-38.942,10.785
4.592,-5.116,-39.073,10.858
4.734,-5.114,-39.201,10.931
4.876,-5.113,-39.328,11.006
5.019,-5.111,-39.452,11.082
5.162,-5.11,-39.574,11.158
5.306,-5.109,-39.694,11.235
5.45,-5.108,-39.812,11.313
5.593,-5.107,-39.928,11.392
5.737,-5.107,-40.041,11.472
5.881,-5.106,-40.153,11.552
6.025,-5.106,-40.262,11.633
6.169,-5.106,-40.369,11.715
6.313,-5.105,-40.474,11.797
6.457,-5.106,-40.577,11.879
6.6,-5.106,-40.678,11.962
6.743,-5.106,-40.777,12.046
6.885,-5.107,-40.873,12.13
7.027,-5.108,-40.968,12.214
7.168,-5.108,-41.06,12.298
7.308,-5.109,-41.15,12.383
7.448,-5.111,-41.238,12.468
7.587,-5.112,-41.324,12.553
7.725,-5.113,-41.408,12.637
7.863,-5.115,-41.49,12.722
7.999,-5.117,-41.57,12.807
8.135,-5.119,-41.648,12.892
8.269,-5.121,-41.724,12.977
8.403,-5.123,-41.798,13.062
8.536,-5.125,-41.871,13.146
8.668,-5.127,-41.942,13.231
8.799,-5.13,-42.011,13.315
8.929,-5.132,-42.079,13.4
9.058,-5.135,-42.145,13.484
9.186,-5.138,-42.209,13.568
9.314,-5.141,-42.272,13.651
9.44,-5.144,-42.334,13.735
9.565,-5.147,-42.394,13.818
9.69,-5.151,-42.453,13.901
9.814,-5.154,-42.511,13.984
9.937,-5.158,-42.567,14.066
10.059,-5.161,-42.622,14.149
10.18,-5.165,-42.677,14.231
10.301,-5.169,-42.73,14.313
10.42,-5.173,-42.782,14.395
10.539,-5.177,-42.832,14.476
10.658,-5.181,-42.882,14.558
10.775,-5.185,-42.931,14.639
10.892,-5.19,-42.979,14.72
11.008,-5.194,-43.026,14.801
